"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.823080444,
"TUR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.030535506,
"TUR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.586394599,
"TUR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",3.432599138,
"TUR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",2.106492108,
"TUR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-3.548598571,
"TUR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-1.816869974,
"TUR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.540031551,
"TUR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-5.664019566,
"TUR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",4.006998137,
"TUR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.395761074,
"TUR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",1.952357185,
"TUR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.294994982,
"TUR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",3.800709327,
"TUR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",2.770701784,
"TUR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",3.023189403,
"TUR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",2.253858177,
"TUR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",2.747690817,
"TUR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",2.658843122,
"TUR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.357311969,
"TUR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.889773757,
"TUR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.727526866,
"TUR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.764793881,
"TUR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.602891829,
"TUR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",2.92988564,
"TUR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",2.935776113,
"TUR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.465976155,
"TUR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.193829518,
"TUR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",2.901075638,
"TUR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-1.62240622,
"TUR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",2.458184399,
"TUR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.347559385,
"TUR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.890749754,
"TUR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.523769405,
"TUR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.401513902,
"TUR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.166866867,
"TUR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.361537968,
"TUR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.430886402,
"TUR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",-2.867673426,
"TUR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",5.509611596,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.368865306,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",2.28031882,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.515918521,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.882761165,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.468743124,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.657521797,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-1.627935541,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-3.184115348,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.901026683,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",2.379951147,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.050625441,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.364629963,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.446242923,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.769850757,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",16.400501819,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.202524785,
"TUR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.204118947,
"TUR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.688076645,
"TUR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.773953075,
"TUR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.510970702,
"TUR","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.200618334,
"IND","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.48898,
"IND","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.58557,
"IND","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.75236,
"IND","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.40985,
"IND","QGDP","TOT","PC_CHGPP","Q","1997-Q3",1.19283,
"IND","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.60086,
"IND","QGDP","TOT","PC_CHGPP","Q","1998-Q1",1.63007,
"IND","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.31074,
"IND","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.81475,
"IND","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.31071,
"IND","QGDP","TOT","PC_CHGPP","Q","1999-Q1",1.62415,
"IND","QGDP","TOT","PC_CHGPP","Q","1999-Q2",2.58223,
"IND","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.24533,
"IND","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.65076,
"IND","QGDP","TOT","PC_CHGPP","Q","2000-Q1",2.09953,
"IND","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.13491,
"IND","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.32769,
"IND","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.04189,
"IND","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.54066,
"IND","QGDP","TOT","PC_CHGPP","Q","2001-Q2",2.08137,
"IND","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.23686,
"IND","QGDP","TOT","PC_CHGPP","Q","2001-Q4",2.29588,
"IND","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.8071,
"IND","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.62376,
"IND","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.59356,
"IND","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.07824,
"IND","QGDP","TOT","PC_CHGPP","Q","2003-Q1",2.25109,
"IND","QGDP","TOT","PC_CHGPP","Q","2003-Q2",2.5332,
"IND","QGDP","TOT","PC_CHGPP","Q","2003-Q3",2.63211,
"IND","QGDP","TOT","PC_CHGPP","Q","2003-Q4",3.28321,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.36449,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q2",2.37817,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q3",2.39764,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q4",1.93661,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.75097,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q2",3.1669,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.39142,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q4",2.52791,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q1",2.50557,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.43638,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q3",3.303,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.71129,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q1",2.7934,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q2",2.52015,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.79448,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q4",3.37688,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.6059,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q2",1.04386,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.87024,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q4",0.12257,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.84614,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q2",5.80366,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.55388,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q4",2.12673,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q1",2.60018,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q2",2.40256,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q3",2.95598,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q4",2.32107,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.83064,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.21165,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.00385,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.62889,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q1",1.38078,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.15795,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.794,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.18687,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q1",1.59874,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.40382,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.60112,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q4",2.20112,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q1",1.15901,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q2",2.28965,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.8258,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.53397,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.68431,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q2",2.14178,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.84622,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q4",2.03249,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q1",2.90234,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.7808,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q3",2.2916,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.36401,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.8,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q2",2.05913,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.64881,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.87933,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q1",2.13989,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.34127,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.36809,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.45328,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.06492,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.07923,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.99603,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.00966,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.04762,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-24.15615,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q3",24.82349,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q4",6.00937,
"IND","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.33978,
"IND","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-10.75334,
"IND","QGDP","TOT","PC_CHGPP","Q","2021-Q3",13.77955,
"IND","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.71219,
"IND","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.75499,
"LVA","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.567587602,
"LVA","QGDP","TOT","PC_CHGPP","Q","1995-Q3",-1.05170308,
"LVA","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.141440827,
"LVA","QGDP","TOT","PC_CHGPP","Q","1996-Q1",-0.088838785,
"LVA","QGDP","TOT","PC_CHGPP","Q","1996-Q2",-0.073370694,
"LVA","QGDP","TOT","PC_CHGPP","Q","1996-Q3",3.482216021,
"LVA","QGDP","TOT","PC_CHGPP","Q","1996-Q4",5.186639197,
"LVA","QGDP","TOT","PC_CHGPP","Q","1997-Q1",-0.841033689,
"LVA","QGDP","TOT","PC_CHGPP","Q","1997-Q2",4.224012426,
"LVA","QGDP","TOT","PC_CHGPP","Q","1997-Q3",1.76524914,
"LVA","QGDP","TOT","PC_CHGPP","Q","1997-Q4",0.300950656,
"LVA","QGDP","TOT","PC_CHGPP","Q","1998-Q1",5.573674528,
"LVA","QGDP","TOT","PC_CHGPP","Q","1998-Q2",-0.371130607,
"LVA","QGDP","TOT","PC_CHGPP","Q","1998-Q3",-0.944568685,
"LVA","QGDP","TOT","PC_CHGPP","Q","1998-Q4",-2.494740577,
"LVA","QGDP","TOT","PC_CHGPP","Q","1999-Q1",3.290116437,
"LVA","QGDP","TOT","PC_CHGPP","Q","1999-Q2",-1.431468641,
"LVA","QGDP","TOT","PC_CHGPP","Q","1999-Q3",3.515655277,
"LVA","QGDP","TOT","PC_CHGPP","Q","1999-Q4",3.388414585,
"LVA","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.724232243,
"LVA","QGDP","TOT","PC_CHGPP","Q","2000-Q2",-0.201439741,
"LVA","QGDP","TOT","PC_CHGPP","Q","2000-Q3",3.172581446,
"LVA","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-1.236713409,
"LVA","QGDP","TOT","PC_CHGPP","Q","2001-Q1",2.265826765,
"LVA","QGDP","TOT","PC_CHGPP","Q","2001-Q2",4.465493727,
"LVA","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-2.006610665,
"LVA","QGDP","TOT","PC_CHGPP","Q","2001-Q4",3.286511936,
"LVA","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.031208033,
"LVA","QGDP","TOT","PC_CHGPP","Q","2002-Q2",3.633563317,
"LVA","QGDP","TOT","PC_CHGPP","Q","2002-Q3",1.380747114,
"LVA","QGDP","TOT","PC_CHGPP","Q","2002-Q4",3.943210199,
"LVA","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.730935364,
"LVA","QGDP","TOT","PC_CHGPP","Q","2003-Q2",2.284720748,
"LVA","QGDP","TOT","PC_CHGPP","Q","2003-Q3",2.273557824,
"LVA","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.162933942,
"LVA","QGDP","TOT","PC_CHGPP","Q","2004-Q1",3.496348428,
"LVA","QGDP","TOT","PC_CHGPP","Q","2004-Q2",1.234496979,
"LVA","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.531190469,
"LVA","QGDP","TOT","PC_CHGPP","Q","2004-Q4",2.222310028,
"LVA","QGDP","TOT","PC_CHGPP","Q","2005-Q1",2.833258173,
"LVA","QGDP","TOT","PC_CHGPP","Q","2005-Q2",2.156361679,
"LVA","QGDP","TOT","PC_CHGPP","Q","2005-Q3",4.952766687,
"LVA","QGDP","TOT","PC_CHGPP","Q","2005-Q4",3.690314256,
"LVA","QGDP","TOT","PC_CHGPP","Q","2006-Q1",-0.608422565,
"LVA","QGDP","TOT","PC_CHGPP","Q","2006-Q2",4.980205567,
"LVA","QGDP","TOT","PC_CHGPP","Q","2006-Q3",3.258267227,
"LVA","QGDP","TOT","PC_CHGPP","Q","2006-Q4",4.406593976,
"LVA","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.804236305,
"LVA","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.995570052,
"LVA","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.84879435,
"LVA","QGDP","TOT","PC_CHGPP","Q","2007-Q4",-1.178606848,
"LVA","QGDP","TOT","PC_CHGPP","Q","2008-Q1",2.091574401,
"LVA","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-3.650984795,
"LVA","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-4.078611216,
"LVA","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.434192658,
"LVA","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-3.58304062,
"LVA","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-5.686142361,
"LVA","QGDP","TOT","PC_CHGPP","Q","2009-Q3",-5.079881346,
"LVA","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.283419527,
"LVA","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.569553014,
"LVA","QGDP","TOT","PC_CHGPP","Q","2010-Q2",-0.727101545,
"LVA","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-0.37500682,
"LVA","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.928199688,
"LVA","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-1.390751299,
"LVA","QGDP","TOT","PC_CHGPP","Q","2011-Q2",3.508851008,
"LVA","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.51159461,
"LVA","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.190497485,
"LVA","QGDP","TOT","PC_CHGPP","Q","2012-Q1",5.051374338,
"LVA","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.515841446,
"LVA","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.282385756,
"LVA","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.55290916,
"LVA","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.26024515,
"LVA","QGDP","TOT","PC_CHGPP","Q","2013-Q2",-0.006166168,
"LVA","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.336386614,
"LVA","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.908704291,
"LVA","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-0.104708609,
"LVA","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.582503734,
"LVA","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.411993162,
"LVA","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.573824439,
"LVA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.443410185,
"LVA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.504742743,
"LVA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.710042913,
"LVA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.120834401,
"LVA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.85036455,
"LVA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.962877597,
"LVA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.156439556,
"LVA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.225643595,
"LVA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.593837071,
"LVA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.779951353,
"LVA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.268504654,
"LVA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.721761886,
"LVA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.555077238,
"LVA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.249421481,
"LVA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.022055772,
"LVA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.99480818,
"LVA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.22060369,
"LVA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.251768142,
"LVA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.587768086,
"LVA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.458888121,
"LVA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.2675388,
"LVA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.382041155,
"LVA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.545416277,
"LVA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.862468966,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.023251473,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.411581185,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.456742603,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",-0.176593152,
"LVA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",3.578130902,
"CZE","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.967110121,"E"
"CZE","QGDP","TOT","PC_CHGPP","Q","1994-Q3",1.359144477,"E"
"CZE","QGDP","TOT","PC_CHGPP","Q","1994-Q4",2.186255117,"E"
"CZE","QGDP","TOT","PC_CHGPP","Q","1995-Q1",1.708041588,"E"
"CZE","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.395624855,"E"
"CZE","QGDP","TOT","PC_CHGPP","Q","1995-Q3",2.919067488,"E"
"CZE","QGDP","TOT","PC_CHGPP","Q","1995-Q4",-0.770604418,"E"
"CZE","QGDP","TOT","PC_CHGPP","Q","1996-Q1",2.390120762,
"CZE","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.664028831,
"CZE","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.522379104,
"CZE","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.03648651,
"CZE","QGDP","TOT","PC_CHGPP","Q","1997-Q1",-0.451355878,
"CZE","QGDP","TOT","PC_CHGPP","Q","1997-Q2",-0.226835869,
"CZE","QGDP","TOT","PC_CHGPP","Q","1997-Q3",-0.581609633,
"CZE","QGDP","TOT","PC_CHGPP","Q","1997-Q4",-0.309888036,
"CZE","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-0.00572119,
"CZE","QGDP","TOT","PC_CHGPP","Q","1998-Q2",0.274087929,
"CZE","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.034371124,
"CZE","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.065187632,
"CZE","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.020765021,
"CZE","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.460670666,
"CZE","QGDP","TOT","PC_CHGPP","Q","1999-Q3",0.918467132,
"CZE","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.125188044,
"CZE","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.326017012,
"CZE","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.954296686,
"CZE","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.298622324,
"CZE","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.475647341,
"CZE","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.186158643,
"CZE","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.231661784,
"CZE","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.431920505,
"CZE","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.740816546,
"CZE","QGDP","TOT","PC_CHGPP","Q","2002-Q1",-0.196354374,
"CZE","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.501471521,
"CZE","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.637050449,
"CZE","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.662962813,
"CZE","QGDP","TOT","PC_CHGPP","Q","2003-Q1",1.055680792,
"CZE","QGDP","TOT","PC_CHGPP","Q","2003-Q2",1.051891208,
"CZE","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.075444689,
"CZE","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.813002368,
"CZE","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.065731847,
"CZE","QGDP","TOT","PC_CHGPP","Q","2004-Q2",1.234532121,
"CZE","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.451829559,
"CZE","QGDP","TOT","PC_CHGPP","Q","2004-Q4",1.868563901,
"CZE","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.718163938,
"CZE","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.527264726,
"CZE","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.493346037,
"CZE","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.849312679,
"CZE","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.839711359,
"CZE","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.944582606,
"CZE","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.211839455,
"CZE","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.34905802,
"CZE","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.711122785,
"CZE","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.811557483,
"CZE","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.405869481,
"CZE","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.303889735,
"CZE","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.470427993,
"CZE","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.72075756,
"CZE","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.24770763,
"CZE","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.975761103,
"CZE","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-3.348916325,
"CZE","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.381636029,
"CZE","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.478582653,
"CZE","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.068675373,
"CZE","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.687628077,
"CZE","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.220476124,
"CZE","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.73307574,
"CZE","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.448272634,
"CZE","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.573032786,
"CZE","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.31880308,
"CZE","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.185408268,
"CZE","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.103381032,
"CZE","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.169658261,
"CZE","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.536142129,
"CZE","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.360999737,
"CZE","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.122513632,
"CZE","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.424785783,
"CZE","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.36711851,
"CZE","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.429624928,
"CZE","QGDP","TOT","PC_CHGPP","Q","2013-Q4",1.207666421,
